AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Tuesday-28-09-2010-165248.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
88.4844,0.0108886,0.00129086,-0.011561,-0.00393352,1.78752,-0.011697,0,0,0,0,0,0,0,0,0,11.86
88.4971,0.0110188,0.00230636,-0.0114786,-0.00281671,1.78736,-0.0100372,0,0,0,0,0,0,0,0,0,11.86
88.509,0.0112774,0.00433492,-0.0115114,-0.00282159,1.78719,-0.00840726,0,0,0,0,0,0,0,0,0,11.86
88.5211,0.011273,0.0038628,-0.0116307,-0.00359307,1.78733,-0.00966302,0,0,0,0,0,0,0,0,0,11.86
88.5341,0.0115425,0.00574055,-0.0114263,-0.00151594,1.78751,-0.0111199,0,0,0,0,0,0,0,0,0,11.86
88.5478,0.011666,0.00549828,-0.011708,-0.00374428,1.78735,-0.00953535,0,0,0,0,0,0,0,0,0,11.86
88.5601,0.0116175,0.00450695,-0.0117988,-0.00419698,1.7874,-0.0099704,0,0,0,0,0,0,0,0,0,11.86
88.5725,0.0116746,0.00457063,-0.0116259,-0.00222084,1.7874,-0.00989909,0,0,0,0,0,0,0,0,0,11.86
88.5851,0.0114739,0.00234112,-0.011618,-0.00192857,1.78727,-0.00866413,0,0,0,0,0,0,0,0,0,11.86
88.5978,0.0112084,-0.000219057,-0.0116584,-0.00209018,1.78721,-0.00809722,0,0,0,0,0,0,0,0,0,11.86
88.6107,0.0112256,-4.43703e-05,-0.0115273,-0.000716833,1.7874,-0.00992853,0,0,0,0,0,0,0,0,0,11.86
88.6226,0.0110104,-0.00194649,-0.011667,-0.00188243,1.78762,-0.0118218,0,0,0,0,0,0,0,0,0,11.86
88.6348,0.0109396,-0.00237797,-0.0116021,-0.00111932,1.78771,-0.0123821,0,0,0,0,0,0,0,0,0,11.86
